这是一个bug报告，涉及主要对象是深度学习模型的训练。原因是NumPy 1.26版本不支持bfloat16数据类型，导致训练出错。,#fix train deepseek-distill-qwen-1.5b on bfloat16 causes error by np1.26 do not support bfloat16,,2025-04-23T03:51:50Z,,open,0,0,https://github.com/mindspore-lab/mindnlp/issues/2029
这是一个用户提出需求的issue，主要对象是mindnlp库中的qwen2部分。由于需要对qwen2进行修改以支持jit，用户提出了这个issue。,modify qwen2 for jit,,2025-04-21T14:32:56Z,,closed,0,0,https://github.com/mindspore-lab/mindnlp/issues/2028
这个issue属于需求提出类型，主要涉及的对象是开源实习中使用GIT模型进行图像描述。该问题提出了需求在自定义数据集上微调GIT模型的笔记本。,【开源实习】GIT模型应用开发, 第一个自定义数据集上微调GIT模型进行图像描述的笔记本中，我将在一个小型图像描述数据集上微调 **这是在Mindspore的训练过程图，50个epoch后loss稳定在0.06左右** !ms训练图 **这是在pytorch的训练过程图，50个epoch后loss稳定在0.09左右** !torch训练图 **下面是mindspore的推理图，可以看到推理结果与预期一致** !ms推理结果图 **下面是pytorch的推理图，可以看到准确度相较于mindspore差一点** !torch推理结果图  第二个使用 GIT 进行图像/视频描述生成和图像/视频问答的笔记本中，演示了如何使用MindSpore的 GIT 模型来对图像或视频进行描述生成，以及在图像或视频上进行问答。 **选择其中一个推理模型进行比较：** **mindspore：** !ms推理2 **pytorch:** !orch推理2 **结果一致**,2025-04-21T04:03:17Z,,open,0,1,https://github.com/mindspore-lab/mindnlp/issues/2027, 任务 **任务编号**：IAADHU **任务链接**：【开源实习】GIT模型应用开发 **实现内容**：实现了自定义数据集上微调GIT模型进行图像描述以及使用 GIT 进行图像/视频描述生成和图像/视频问答。
这是一个用户提出需求的issue，主要涉及bart模型微调，由于未完整描述实现内容，用户提出相关任务I的编号。,【开源实习】bart模型微调, bart模型微调报告  任务  **任务编号**：IAUOXU  **任务链接**：【开源实习】bart模型微调    **实现内容**：实现了bart模型在XSum数据集上的微调。    **模型**：`facebook/bartbase`    **数据集**：`EdinburghNLP/xsum`   结果对比  **Mindnlp+D910B**  ,2025-04-19T14:50:55Z,,open,0,0,https://github.com/mindspore-lab/mindnlp/issues/2026
这是一个bug报告，涉及的主要对象是mindnlp的PeftModel，问题是由于mindnlp 0.4版本不支持保存和加载PeftModel的adapter weights为safetensors导致的。,PeftModel supports saving and loading safetensors,fixes: CC(mindnlp0.4版本不支持保存和加载PeftModel的adapter weights为safetensors) ,2025-04-19T12:29:28Z,,closed,0,0,https://github.com/mindspore-lab/mindnlp/issues/2025
这是一个bug报告，针对mindnlp 0.4版本不支持保存和加载PeftModel的adapter weights为safetensors。,mindnlp0.4版本不支持保存和加载PeftModel的adapter weights为safetensors,"**Describe the bug/ 问题描述 (Mandatory / 必填)** A clear and concise description of what the bug is. mindnlp0.4版本不支持保存和加载PeftModel的adapter weights为safetensors，仅能保存为ckpt，这个导致在训练过程中通过`save_pretrained`保存下来的adapter weights，在香橙派上通过`PeftModel.from_pretrained`进行加载时报错（`_parse_ckpt_proto`无法识别tensor_type，必须为Float16，然后香橙派上保存下来的tensor_dtype为mindspore.float16）  **Hardware Environment(`Ascend`/`GPU`/`CPU`)  / 硬件环境**: > Please delete the backend not involved / 请删除不涉及的后端: > /device ascend  **Software Environment / 软件环境 (Mandatory / 必填)**:  MindSpore version (e.g., 1.7.0.Bxxx) : 2.5.0  Python version (e.g., Python 3.7.5) : 3.9  OS platform and distribution (e.g., Linux Ubuntu 16.04): Ubuntu  GCC/Compiler version (if compiled from source):  **Excute Mode / 执行模式 (Mandatory / 必填)(`PyNative`/`Graph`)**: > Please delete the mode not involved / 请删除不涉及的模式: > /mode pynative **To Reproduce / 重现步骤 (Mandatory / 必填)** Steps to reproduce the behavior: ```python model_id = ""MindSporeLab/DeepSeekR1DistillQwen1.5B"" base_model = AutoModelForCausalLM.from_pretrained(""/home/HwHiAiUser/xingyiren/DeepSeek_half"", ms_dtype=mindspore.float16) base_model.generation_config = GenerationConfig.from_pretrained(""/home/HwHiAiUser/xingyiren/DeepSeek_half"") base_model.generation_config.pad_token_id = base_model.generation_config.eos_token_id config = LoraConfig(     task_type=TaskType.CAUSAL_LM,      target_modules=[""q_proj"", ""k_proj"", ""v_proj"", ""o_proj"", ""gate_proj"", ""up_proj"", ""down_proj""],     inference_mode=False,  训练模式     r=8,  Lora 秩     lora_alpha=32,  Lora alaph，具体作用参见 Lora 原理     lora_dropout=0.1 Dropout 比例 )  实例化LoRA模型 model = get_peft_model(base_model, config)  保存LoRA权重 model.save_pretrained(peft_model_path)  加载LoRA权重 model = PeftModel.from_pretrained(base_model, peft_model_path) ``` **Expected behavior / 预期结果 (Mandatory / 必填)** A clear and concise description of what you expected to happen. 将adapter保存为safetensors并成功加载 **Screenshots/ 日志 / 截图 (Mandatory / 必填)** If applicable, add screenshots to help explain your problem. !Image **Additional context / 备注 (Optional / 选填)** Add any other context about the problem here.",2025-04-19T12:07:44Z,bug,open,0,0,https://github.com/mindspore-lab/mindnlp/issues/2024
该问题属于需求修改类，主要涉及mindnlp中的qwen2对象。由于用户希望对qwen2进行修改，导致了此需求提出。,modify qwen2,,2025-04-18T09:00:56Z,,closed,0,0,https://github.com/mindspore-lab/mindnlp/issues/2023
"这是一个需求类型的issue，主要涉及的对象是""audio_spectrogram_transformer""模型，用户在进行微调时遇到了问题或者需要帮助。",【开源实习】audio_spectrogram_transformer模型微调, audio_spectrogram_transformer 模型微调报告  任务  任务编号：IAUOSX  任务链接：【开源实习】audio_spectrogram_transformer模型微调  实现了audio_spectrogram_transformer 在esc50数据集上的微调  模型：MIT/astfinetunedaudioset10100.4593  数据集: ashraq/esc50  结果对比： **Mindnlp+D910B**   ,2025-04-17T08:19:26Z,,open,0,0,https://github.com/mindspore-lab/mindnlp/issues/2022
"这是一个缺少具体内容的bug报告类型的issue，主要涉及的对象是项目中的""qwen2""模块。原因可能是用户忘记填写具体的修改内容。",modify qwen2,,2025-04-17T07:33:35Z,,closed,0,0,https://github.com/mindspore-lab/mindnlp/issues/2021
这个issue类型是bug报告，主要涉及的对象是minicpm3在orange-pi上的运行。由于minicpm3在orange-pi上存在bug，导致需要修复该问题。,Fix bugs for minicpm3 on orange-pi,,2025-04-15T11:11:04Z,,closed,0,0,https://github.com/mindspore-lab/mindnlp/issues/2020
这是一个用户提出需求类型的issue，主要涉及Autoformer模型微调任务，用户寻求关于如何进行Autoformer模型微调的帮助。,【开源实习】Autoformer模型微调, Autoformer Mindnlp 微调  Autoformer模型微调任务链接：【开源实习】autoformer模型微调 · Issue IAUOTL · MindSpore/community  Gitee.com  实现了huggingface/autoformertourismmonthly 基准权重 在 [monash_tsf/tourism_monthly] 数据集上的微调  base model: huggingface/autoformertourismmonthly · Hugging Face  dataset: [MonashUniversity/monash_tsf · Datasets at Hugging Face](https://huggingface.co/datasets/MonashUniversity/monash_tsf)  Pytorch版本：Autoformer_tourism_monthly_finetune   微调结果  Mindspore ,2025-04-15T08:52:29Z,,closed,0,0,https://github.com/mindspore-lab/mindnlp/issues/2019
