Guncuke,OOM occurred after loading the checkpoint.,"Hello, I'm currently training DeepSeek v3. My configuration is PP16 EP4. I noticed that when I start training from random without passing in a checkpoint, there won't be any OOM error displayed. However, when I load a checkpoint, several ranks in the middle will report an OOM error. Why is that?",2025-04-03T00:35:26Z,,open,0,0,https://github.com/NVIDIA/Megatron-LM/issues/1516
shanesyy,[BUG] The order of the param groups matters when creating optimizer,"**Describe the bug** A clear and concise description of what the bug is. According to the code https://github.com/NVIDIA/MegatronLM/blob/main/megatron/core/optimizer/__init__.pyL131, the order of the param groups is not deterministic, and might be an issue when pipeline parallelism is enabled **To Reproduce** Steps to reproduce the behavior. The easier it is to reproduce the faster it will get maintainer attention. Run NeMo deepseek_v2_lite training with pp>1, warning like ""There is difference in the common state dict in different ranks"" appears and it turns out the order of the param groups in different pp stages is different, while only rank0 will save the param groups in ckpt. **Expected behavior** A clear and concise description of what you expected to happen. A key sort might needed as follows  **Stack trace/logs** If applicable, add the stack trace or logs from the time of the error. I ran deepseek_v2_lite in NeMo with tp=2, pp=4 on 8 gpus (changed the layer_num so that pp could be 4). The warning related to ckpt saving is as follows: There is difference in the common state dict in different ranks. The differences are {2: ([], [], [(('optimizer', 0, 'optimizer', 'param_groups', 0, 'wd_mult'), , ), (('optimizer', 0, 'optimizer', 'param_groups', 1, 'wd_mult'), , )]), 3: ([], [], [(('optimizer', 0, 'optimizer', 'param_groups', 0, 'wd_mult'), , ), (('optimizer', 0, 'optimizer', 'param_groups', 1, 'wd_mult'), , )]), 4: ([], [], [(('optimizer', 0, 'optimizer', 'param_groups', 0, 'wd_mult'), , ), (('optimizer', 0, 'optimizer', 'param_groups', 1, 'wd_mult'), , )]), 5: ([], [], [(('optimizer', 0, 'optimizer', 'param_groups', 0, 'wd_mult'), , ), (('optimizer', 0, 'optimizer', 'param_groups', 1, 'wd_mult'), , )]), 6: ([], [], [(('optimizer', 0, 'optimizer', 'param_groups', 0, 'wd_mult'), , ), (('optimizer', 0, 'optimizer', 'param_groups', 1, 'wd_mult'), , )]), 7: ([], [], [(('optimizer', 0, 'optimizer', 'param_groups', 0, 'wd_mult'), , ), (('optimizer', 0, 'optimizer', 'param_groups', 1, 'wd_mult'), , )])} **Environment (please complete the following information):**   MegatronLM 56f8a96e7e328f1c9979b03b359fd284432050fc",2025-04-02T20:32:44Z,,open,0,0,https://github.com/NVIDIA/Megatron-LM/issues/1515
bescks,[BUG] aux loss will be saved twice when recompute-granularity is full,"If using recompute, the function `save_to_aux_losses_tracker` will be executed twice(both in forward and checkpoint) and the aux_loss will be accumulated twice also. finally, the saved aux loss is two times as much as true aux loss https://github.com/NVIDIA/MegatronLM/blob/core_r0.11.0/megatron/core/transformer/moe/router.pyL228 ```     def apply_load_balancing_loss(         self, activation: torch.Tensor, load_balancing_loss_func: Callable     ):         """"""Calculate auxiliary loss, attach gradient function to activation and add to logging.""""""         moe_aux_loss_coeff = self.config.moe_aux_loss_coeff         if moe_aux_loss_coeff == 0:             return activation         sequence_partition_group = None         if self.config.moe_token_dispatcher_type == ""alltoall_seq"":             sequence_partition_group = parallel_state.get_context_parallel_group()             moe_aux_loss_coeff /= parallel_state.get_tensor_model_parallel_world_size()         elif parallel_state.get_tensor_and_context_parallel_world_size() > 1:             sequence_partition_group = parallel_state.get_tensor_and_context_parallel_group()         aux_loss = load_balancing_loss_func(             moe_aux_loss_coeff=moe_aux_loss_coeff, sequence_partition_group=sequence_partition_group         )         save_to_aux_losses_tracker(             ""load_balancing_loss"",             aux_loss / moe_aux_loss_coeff,             self.layer_number,             self.config.num_layers,             reduce_group=sequence_partition_group,         )         activation = MoEAuxLossAutoScaler.apply(activation, aux_loss)         return activation ``` **Environment (please complete the following information):**   MegatronLM commit ID  tag core_r0.11.0   PyTorch version   CUDA version   NCCL version",2025-04-02T16:09:58Z,,open,0,0,https://github.com/NVIDIA/Megatron-LM/issues/1514
bescks,[BUG] the function seq_aux_loss_load_balancing seems not align with DeepSeekV2 paper,"**Describe the bug** !Image if the capacity is not None,  computing `fi` should counts the score '1' base on the topk_mask instead of capacity_mask, otherwise the aux loss will be less than the true aux loss about ~30%，（1.1 vs 0.8）.  (test under setting num_experts=80, topk_experts = 8, capcacity=2) The aim of aux loss is to balancing expert selection, so this kind of capacity drop indeed weaken the regulation of balancing.  In the deepseekv3 paper, the declaration is more clear: the score is 1 as long as `s'` in topk score of experts `i` with  respect to token`t` , not `Token 𝑡 selects Expert` !Image **Environment (please complete the following information):**   MegatronLM commit ID   core_r0.11.0   b1022a3   PyTorch version   CUDA version   NCCL version **Proposed fix** If you have a proposal for how to fix the issue state it here or link to a PR. the last return value `tokens_per_expert` of fucntion `topk_softmax_with_capacity` is just as well `fi` before capactiy mask. aux loss can be computed based on this tensor !Image",2025-04-02T11:08:01Z,,open,0,0,https://github.com/NVIDIA/Megatron-LM/issues/1513
hawkoli1987,provide the alternative to the data preprocessing using pyspark acceleration,"for large CPU clusters (>100 CPUs, > 200GB RAMs), pyspark can be used in lieu of multiprocessing to further accelerate the preprocessing step. This PR includes: 1. **tools/preprocess_data.py**: the implementation of pyspark conversion, which:  defaults to single input file partition  the args.partitions are ignored, instead the default pyspark auto partitioning will be used (each partition size 128 MB)  the logic that manually counts the line, and partition the input jsonl file are removed  the sentence_split logic is also change from multiprocessing to serial. 2. **tests/unit_tests/data/test_preprocess_data_spark.py**:  the test script, which   the sentense split test with bert tokenizer as in the original **test_preprocess_data.py** is removed, given nltk loading error in recent python versions, we can add it back after such bug is resolve  additional throughput test is added, by preprocessing a large dummy file with the following size, given the same hardware _workers=n_cpus=32_, suggests that pyspark is at least 2x faster than multiprocessing.   ```   NUM_SAMPLES = 100000   SEQ_LEN = 81920   ```",2025-04-02T03:20:59Z,,closed,0,0,https://github.com/NVIDIA/Megatron-LM/issues/1512
ajayvohra2005,[ENHANCEMENT] Add full support in local mode without Apex or Transformer Engine,"**Is your feature request related to a problem? Please describe.** While this project makes an effort to support local mode, without Apex/TransformerEngine, it does not fully support such a mode. If Apex and TE is not installed, many units tests fail. Also, this project assumes direct use of CUDA device, and does not, for example, support XLA on CUDA, so one can use Open XLA specific features on GPUs. **Describe the solution you'd like** I would like to add full support for local mode, such that the project can function nominally without Apex/TE. Also, I would like to add support for CUDA, and XLA on CUDA. **Describe alternatives you've considered** There are no alternatives that I can think of that meet the objectives of full support without Apex/TE, and that allows one to work directly with CUDA, or Open XLA on CUDA. **Proposed implementation** If you have a proposed implementation for the feature state it here or link to a PR. https://github.com/NVIDIA/MegatronLM/pull/1510 **Additional context** Add any other context or screenshots about the feature request here.",2025-03-31T22:44:45Z,,open,0,1,https://github.com/NVIDIA/Megatron-LM/issues/1511,same
ajayvohra2005,"Add full support for Local mode without Apex/TE, and add support for Open XLA on CUDA","Add full support for Local mode without use of Apex/TE, and support direct use of CUDA, and Open XLA/CUDA.",2025-03-31T22:43:18Z,,open,0,0,https://github.com/NVIDIA/Megatron-LM/issues/1510
fuchen319,[BUG]run oom with load optim,"**Describe the bug** if run with noloadoptim, it is ok, memory usage is about 60% on H20. But with load optim, it is oom **Stack trace/logs** TENCENT64:47604:53083 [0] include/alloc.h:103 NCCL WARN Cuda failure 2 'out of memory' TENCENT64:47604:53083 [0] include/alloc.h:206 NCCL WARN Failed to CUDA calloc async 24 bytes TENCENT64:47611:53081 [7] include/alloc.h:103 NCCL WARN Cuda failure 2 'out of memory' TENCENT64:47611:53081 [7] include/alloc.h:206 NCCL WARN Failed to CUDA calloc async 4 bytes RuntimeError: CUDA error: CUBLAS_STATUS_ALLOC_FAILED when calling `cublasCreate(handle)` **Environment (please complete the following information):**   MegatronLM 0.11   PyTorch 2.5.1   NCCL version 2.21.5+cuda12.4",2025-03-28T02:40:06Z,,open,0,0,https://github.com/NVIDIA/Megatron-LM/issues/1509
leondada,[BUG] how to use the distcp checkpoint for huggingface inference?,"The currently fully distributed checkpoint saved in the .distcp format (torch_dist format) cannot be converted to the Hugging Face format using tool/checkpoint/converter. To enable conversion, the fullyparallel feature must be disabled during saving to obtain a checkpoint in the torch format. If that's the case, what is the purpose of the fullyparallel feature? This is extremely confusing to me. Is there a good solution for this? If I have misunderstood anything, please let me know.",2025-03-27T14:39:32Z,,closed,0,0,https://github.com/NVIDIA/Megatron-LM/issues/1508
arjun-choudhry,"Updating the logic for reducing the load_balancing_loss during logging, such that the correct value is logged while using CUDA Graphs","The CUDA graphs can only register tensor operations. As such, caching the PG during graph capture doesn't work when we want to reduce the values later on. This CR fixes that. ",2025-03-27T11:16:24Z,,open,0,1,https://github.com/NVIDIA/Megatron-LM/issues/1507,closes: CC([BUG] Load Balancing loss discrepancy with/without CUDA Graphs) 
