DeepSpeed,这是一个关于功能支持问题的issue，主要涉及DeepSpeed Zero 0对于universal checkpoint 的支持不完整导致无法在不同GPU数量下继续训练。,https://github.com/deepspeedai/DeepSpeed/issues/7200
DeepSpeed,这是一个功能需求类型的issue，主要涉及在DeepSpeed中将`pytorch_model.bin`或`.safetensors`检查点转换为UCP，并且由于缺少特定文件而引起了一些问题。,https://github.com/deepspeedai/DeepSpeed/issues/7192
DeepSpeed,这是一个关于更新torch grad hook API至BF16Optimizer和Stage2的issue，类型为功能改进。,https://github.com/deepspeedai/DeepSpeed/issues/7189
DeepSpeed,这个issue属于需求提出类型，主要涉及DeepSpeed项目中的autotp功能，描述了添加qwen3 autotp支持的需求。,https://github.com/deepspeedai/DeepSpeed/issues/7187
DeepSpeed,这是一个用户提出需求的issue，主要涉及DeepSpeed库中的gather输出布局支持。原因可能是用户希望在列并行中实现gather操作。,https://github.com/deepspeedai/DeepSpeed/issues/7181
DeepSpeed,这个issue类型是更新问题，涉及的主要对象是DeepSpeed版本号文本文件。,https://github.com/deepspeedai/DeepSpeed/issues/7180
DeepSpeed,这是一个用户提出需求的issue，主要涉及DeepSpeed中如何使用AutoTP进行训练而不依赖于huggingface Trainer和accelerate，可能由于当前不支持该操作导致用户提出了这个问题。,https://github.com/deepspeedai/DeepSpeed/issues/7179
DeepSpeed,"该issue属于优化需求，主要涉及DeepSpeed中的Domino模块，需要添加跨层通信重叠以实现通信""free""和优化transformer层内的通信重叠实现。原因可能是为了提高性能和效率。",https://github.com/deepspeedai/DeepSpeed/issues/7178
DeepSpeed,这是一个需求类型的issue，主要涉及到需要从Megatron-Deepspeed中将`parallel_state.py`(`mpu`)功能移植到Ulysses，由于在DeepSpeed中调用了该功能的多个方法，难以仅简单剪裁到SP groups，因此需要对代码进行移植。,https://github.com/deepspeedai/DeepSpeed/issues/7176
DeepSpeed,这是一个关于更新torch版本的需求报告问题，主要涉及DeepSpeed在Windows环境下的用户。,https://github.com/deepspeedai/DeepSpeed/issues/7172
DeepSpeed,这是一个用户提出需求类型的issue，主要涉及DeepSpeed的前端页面。由于开发者希望将AutoTP的博客链接放在首页，因此提出了这个需求。,https://github.com/deepspeedai/DeepSpeed/issues/7167
DeepSpeed,这是一份需求提出类型的issue，主要涉及的对象是DataStates-LLM（Asynchronous Checkpointing Engine）。这个issue主要是关于团队在为LLMs和transformers提供低开销的异步检查点方法，通过提出的库DataStatesLLM实现异步复制和检查点功能，希望将其贡献给DeepSpeed社区。,https://github.com/deepspeedai/DeepSpeed/issues/7166
DeepSpeed,这个issue是关于添加DCO检查指导的建议，属于增强功能需求类型，主要涉及到预提交格式中包含DCO检查的功能。这是为了帮助新用户更容易参与贡献，并确保他们了解贡献指南的要求。,https://github.com/deepspeedai/DeepSpeed/issues/7162
DeepSpeed,这是一个关于功能需求的issue，主要涉及DeepSpeed MoE中的ZeRO优化支持问题，用户提出希望优化MoE层参数的内存消耗。,https://github.com/deepspeedai/DeepSpeed/issues/7156
DeepSpeed,这是一个用户提出需求的issue，主要涉及DeepSpeed下的DeepCompile功能。这个需求是为了将编译器优化与DeepSpeed功能有效集成，提高性能。,https://github.com/deepspeedai/DeepSpeed/issues/7154
DeepSpeed,这是一个用户提出需求的类型的issue，主要涉及的对象是DeepSpeed，用户想知道当前版本是否支持在Mac设备（M2-M4）上进行分布式微调操作。,https://github.com/deepspeedai/DeepSpeed/issues/7148
DeepSpeed,该issue属于用户提出需求的类型，主要涉及DeepSpeed是否支持autotp和pp在llm训练中，并询问有无相关用例或示例。,https://github.com/deepspeedai/DeepSpeed/issues/7147
DeepSpeed,该issue类型为功能增强（需求）报告，主要涉及到Gaudi2 CI/Nightly覆盖率的提升，由于需要增加模型并行和线性测试，导致增加了CI时间和夜间作业时间。,https://github.com/deepspeedai/DeepSpeed/issues/7146
DeepSpeed,这是一个功能请求类型的问题，主要涉及DeepSpeed无法在Nvidia 50系列GPU上使用的情况，由于该系列GPU仅支持Pytorch版本为2.6及以上，以及CUDA版本为12.8，用户请求增加对Pytorch >= 2.6和CUDA 12.8的支持。,https://github.com/deepspeedai/DeepSpeed/issues/7144
DeepSpeed,这是一个用户提出需求的issue，主要涉及DeepSpeed下的Wan2.1支持。由于在使用Wan2.1时调用了deepspeed.zero.Init()导致NotImplementedError，可能是因为在WanModel的__init__中的自定义init_weights代码引起的。,https://github.com/deepspeedai/DeepSpeed/issues/7142
DeepSpeed,这是一个用户提出需求的issue，主要涉及到DeepSpeed是否支持多节点推断，用户在文档中找不到相关内容并寻求指导。,https://github.com/deepspeedai/DeepSpeed/issues/7137
DeepSpeed,该issue类型为用户提出需求，涉及的主要对象是DeepSpeed下的(IA)^3 Fine-Tuning方法。由于一个误操作导致的问题。,https://github.com/deepspeedai/DeepSpeed/issues/7134
DeepSpeed,这个issue类型是用户提出需求类型的问题，主要涉及的对象是DeepSpeed下的混合精致评估（MOE）结构。由于用户对DeepSpeed的MOE内容有兴趣，希望了解是否有计划支持深度搜索（deepseek）v3的MOE结构，表达了对深度搜索和DeepSpeed结合的期望。,https://github.com/deepspeedai/DeepSpeed/issues/7129
DeepSpeed,这是一个用户提出需求的问题，主要关注DeepSpeed中的pipeline engine是否支持DualPipe，用户想知道DeepSpeed的pipeline engine是否属于DualPipe。,https://github.com/deepspeedai/DeepSpeed/issues/7126
DeepSpeed,这是一个用户提出需要功能需求的issue，主要涉及DeepSpeed中集成新通信库并测试ZeRO3的请求。由于RCCL在规模扩展时速度极慢且不稳定，用户希望替换现有的rccl allgathers和reducescatters。,https://github.com/deepspeedai/DeepSpeed/issues/7125
DeepSpeed,这个Issue是一个功能增强请求，主要针对CI测试中出现间歇性挂起的情况，需要添加pytest的超时设置。,https://github.com/deepspeedai/DeepSpeed/issues/7124
DeepSpeed,这是一个用户提出需求的 issue， 主要涉及对象是DeepSpeed下的代码。由于代码行未符合PEP 8长度限制，用户希望添加条件表达式以提高可读性并保留原始功能。,https://github.com/deepspeedai/DeepSpeed/issues/7119
DeepSpeed,这是一个用户提出需求的issue，主要涉及的对象是XPU设备。由于未来将使用XCCL支持XPU设备，因此希望在DeepSpeed端提供支持，同时保留旧路径以启用torchCCL。,https://github.com/deepspeedai/DeepSpeed/issues/7113
DeepSpeed,这是一篇用户提出需求的issue，主要涉及DeepSpeed中的seq split功能，用户寻求在Domino中增加对其的支持。,https://github.com/deepspeedai/DeepSpeed/issues/7111
DeepSpeed,这是一个关于更新Twitter账号名称的issue，属于用户提出需求的类型。它涉及到DeepSpeed相关的社交媒体账号。其原因可能是加入Linux Foundation AI&Data所导致的账号名称变更需求。,https://github.com/deepspeedai/DeepSpeed/issues/7110
DeepSpeed,这是一个用户提出需求的issue，主要对象是DeepSpeed中的梯度聚合操作，用户希望增加一个选项来支持SUM梯度聚合而不是MEAN。,https://github.com/deepspeedai/DeepSpeed/issues/7107
DeepSpeed,这是一个关于需求的问题，主要涉及到深度学习模型中的变量批量大小和学习率调度。由于输入数据具有可变长度，在课程学习等情况下需要动态调整批处理大小，并相应调整学习率。,https://github.com/deepspeedai/DeepSpeed/issues/7104
DeepSpeed,这是一个用户提出需求的issue，主要涉及的对象是DeepSpeed中的XPU支持，用户希望添加对XCCL的支持。,https://github.com/deepspeedai/DeepSpeed/issues/7103
